Record,Specimen_ID,User_ID,Algorithm_Estimate_mm,Adjusted_Estimate_mm,Hand_Measurement_mm,Algorithm_Total_Error_mm,Adjusted_Total_Error_mm,Algorithm_Percent_Error,Adjusted_Percent_Error,Included
1182,82,12,165,178.5,165,0,13.5,0,8.18,no
1183,83,12,750.4,132.4,130,620.4,2.4,477.23,1.85,no
58,58,1,128.7,122.2,125,3.7,-2.8,2.96,-2.24,yes
658,58,7,128.7,120.7,125,3.7,-4.3,2.96,-3.44,yes
1558,58,16,128.7,119.6,125,3.7,-5.4,2.96,-4.32,yes
1896,96,19,128.2,129.5,125,3.2,4.5,2.56,3.6,yes
1188,88,12,123.9,127.5,163,-39.1,-35.5,-23.99,-21.78,no
1189,89,12,554.3,126.3,120,434.3,6.3,361.92,5.25,no
1190,90,12,1319.8,166.6,156,1163.8,10.6,746.03,6.79,no
1191,91,12,117.3,112.1,118,-0.7,-5.9,-0.59,-5,no
1192,92,12,135.3,132.9,147,-11.7,-14.1,-7.96,-9.59,no
2296,96,23,128.2,128.6,125,3.2,3.6,2.56,2.88,yes
1194,94,12,132,122.9,128,4,-5.1,3.13,-3.98,no
1195,95,12,558.3,128.9,128,430.3,0.9,336.17,0.7,no
2396,96,24,128.2,128.3,125,3.2,3.3,2.56,2.64,yes
696,96,7,128.2,128.2,125,3.2,3.2,2.56,2.56,yes
996,96,10,128.2,127.9,125,3.2,2.9,2.56,2.32,yes
1199,99,12,124.7,128.2,115,9.7,13.2,8.43,11.48,no
796,96,8,128.2,127.8,125,3.2,2.8,2.56,2.24,yes
1201,1,13,133.1,129.3,128,5.1,1.3,3.98,1.02,no
1202,2,13,129.8,125.4,125,4.8,0.4,3.84,0.32,no
896,96,9,128.2,127.1,125,3.2,2.1,2.56,1.68,yes
396,96,4,128.2,125.9,125,3.2,0.9,2.56,0.72,yes
1996,96,20,128.2,125.7,125,3.2,0.7,2.56,0.56,yes
96,96,1,128.2,122.8,125,3.2,-2.2,2.56,-1.76,yes
1207,7,13,137.8,136.2,135,2.8,1.2,2.07,0.89,no
1396,96,14,128.2,120.2,125,3.2,-4.8,2.56,-3.84,yes
1209,9,13,136.2,129.5,125,11.2,4.5,8.96,3.6,no
1210,10,13,122.5,111.5,115,7.5,-3.5,6.52,-3.04,no
1211,11,13,142.9,131.8,131,11.9,0.8,9.08,0.61,no
1196,96,12,128.2,116.1,125,3.2,-8.9,2.56,-7.12,yes
863,63,9,127.9,122.4,115,12.9,7.4,11.22,6.43,yes
963,63,10,127.9,120.5,115,12.9,5.5,11.22,4.78,yes
1215,15,13,109.2,109.6,102,7.2,7.6,7.06,7.45,no
1216,16,13,119.4,119.4,122,-2.6,-2.6,-2.13,-2.13,no
1217,17,13,112.9,113,111,1.9,2,1.71,1.8,no
1363,63,14,127.9,114.8,115,12.9,-0.2,11.22,-0.17,yes
1219,19,13,135.8,131.4,140,-4.2,-8.6,-3,-6.14,no
1220,20,13,131.6,129,123,8.6,6,6.99,4.88,no
821,21,9,127.6,129.6,127,0.6,2.6,0.47,2.05,yes
21,21,1,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
121,21,2,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
1224,24,13,120.1,112.3,109,11.1,3.3,10.18,3.03,no
221,21,3,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
1226,26,13,123.6,114.8,124,-0.4,-9.2,-0.32,-7.42,no
1227,27,13,120.1,120.1,117,3.1,3.1,2.65,2.65,no
321,21,4,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
421,21,5,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
1230,30,13,121.9,115.4,118,3.9,-2.6,3.31,-2.2,no
1231,31,13,124.1,125.2,115,9.1,10.2,7.91,8.87,no
521,21,6,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
1233,33,13,137.3,133.7,133,4.3,0.7,3.23,0.53,no
1234,34,13,146.4,128,130,16.4,-2,12.62,-1.54,no
1235,35,13,136.2,134,125,11.2,9,8.96,7.2,no
621,21,7,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
721,21,8,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
1238,38,13,146,133.8,123,23,10.8,18.7,8.78,no
1239,39,13,129.2,122.5,120,9.2,2.5,7.67,2.08,no
1240,40,13,173.3,150.8,152,21.3,-1.2,14.01,-0.79,no
1021,21,11,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
1242,42,13,121.7,116.8,120,1.7,-3.2,1.42,-2.67,no
1243,43,13,117.2,112.8,112,5.2,0.8,4.64,0.71,no
1244,44,13,157.5,143.7,145,12.5,-1.3,8.62,-0.9,no
1221,21,13,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
1321,21,14,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
1621,21,17,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
1721,21,18,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
1821,21,19,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
1250,50,13,122.2,117.2,120,2.2,-2.8,1.83,-2.33,no
1251,51,13,122.4,122.3,115,7.4,7.3,6.43,6.35,no
1921,21,20,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
1253,53,13,132,130.3,130,2,0.3,1.54,0.23,no
1254,54,13,138,134.6,130,8,4.6,6.15,3.54,no
1255,55,13,130.3,127.8,130,0.3,-2.2,0.23,-1.69,no
2021,21,21,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
1257,57,13,130.3,128.4,115,15.3,13.4,13.3,11.65,no
1258,58,13,128.7,124.1,125,3.7,-0.9,2.96,-0.72,no
2121,21,22,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
2221,21,23,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
2321,21,24,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
1262,62,13,122.4,114.9,126,-3.6,-11.1,-2.86,-8.81,no
1263,63,13,127.9,115.4,115,12.9,0.4,11.22,0.35,no
2421,21,25,127.6,127.6,127,0.6,0.6,0.47,0.47,yes
921,21,10,127.6,126.6,127,0.6,-0.4,0.47,-0.31,yes
1421,21,15,127.6,125.6,127,0.6,-1.4,0.47,-1.1,yes
1267,67,13,125.5,128.5,123,2.5,5.5,2.03,4.47,no
1268,68,13,103.8,97.1,105,-1.2,-7.9,-1.14,-7.52,no
1269,69,13,523.6,121.2,120,403.6,1.2,336.33,1,no
1270,70,13,141,137.3,140,1,-2.7,0.71,-1.93,no
1271,71,13,151.1,141.4,147,4.1,-5.6,2.79,-3.81,no
1272,72,13,205.9,147.2,147,58.9,0.2,40.07,0.14,no
1273,73,13,280.5,135.2,137,143.5,-1.8,104.74,-1.31,no
1274,74,13,229.3,153.3,146,83.3,7.3,57.05,5,no
1275,75,13,146.6,124.4,110,36.6,14.4,33.27,13.09,no
1276,76,13,153.7,140.7,126,27.7,14.7,21.98,11.67,no
1277,77,13,677.7,125.2,155,522.7,-29.8,337.23,-19.23,no
1278,78,13,148.6,131.7,128,20.6,3.7,16.09,2.89,no
1279,79,13,139.1,133.9,129,10.1,4.9,7.83,3.8,no
1280,80,13,152.6,116.7,128,24.6,-11.3,19.22,-8.83,no
1281,81,13,195.4,129.2,120,75.4,9.2,62.83,7.67,no
1282,82,13,165,157.4,165,0,-7.6,0,-4.61,no
1283,83,13,750.4,145.6,130,620.4,15.6,477.23,12,no
1121,21,12,127.6,121.9,127,0.6,-5.1,0.47,-4.02,yes
432,32,5,126.4,128.7,120,6.4,8.7,5.33,7.25,yes
1132,32,12,126.4,127.6,120,6.4,7.6,5.33,6.33,yes
1287,87,13,122.5,124.4,119,3.5,5.4,2.94,4.54,no
1288,88,13,123.9,121.6,163,-39.1,-41.4,-23.99,-25.4,no
1289,89,13,554.3,127.6,120,434.3,7.6,361.92,6.33,no
1290,90,13,1319.8,160.4,156,1163.8,4.4,746.03,2.82,no
232,32,3,126.4,126.4,120,6.4,6.4,5.33,5.33,yes
1292,92,13,135.3,133.9,147,-11.7,-13.1,-7.96,-8.91,no
1293,93,13,139,125.6,137,2,-11.4,1.46,-8.32,no
1294,94,13,132,117.2,128,4,-10.8,3.13,-8.44,no
1295,95,13,558.3,139.4,128,430.3,11.4,336.17,8.91,no
1296,96,13,128.2,127.8,125,3.2,2.8,2.56,2.24,no
532,32,6,126.4,126.4,120,6.4,6.4,5.33,5.33,yes
632,32,7,126.4,126.4,120,6.4,6.4,5.33,5.33,yes
1299,99,13,124.7,119.6,115,9.7,4.6,8.43,4,no
732,32,8,126.4,126.4,120,6.4,6.4,5.33,5.33,yes
1032,32,11,126.4,126.4,120,6.4,6.4,5.33,5.33,yes
1302,2,14,129.8,125.6,125,4.8,0.6,3.84,0.48,no
1432,32,15,126.4,126.4,120,6.4,6.4,5.33,5.33,yes
1832,32,19,126.4,126.4,120,6.4,6.4,5.33,5.33,yes
1932,32,20,126.4,126.4,120,6.4,6.4,5.33,5.33,yes
2032,32,21,126.4,126.4,120,6.4,6.4,5.33,5.33,yes
2232,32,23,126.4,126.4,120,6.4,6.4,5.33,5.33,yes
2332,32,24,126.4,125.1,120,6.4,5.1,5.33,4.25,yes
1309,9,14,136.2,121.8,125,11.2,-3.2,8.96,-2.56,no
332,32,4,126.4,124.1,120,6.4,4.1,5.33,3.42,yes
1332,32,14,126.4,123.2,120,6.4,3.2,5.33,2.67,yes
32,32,1,126.4,123,120,6.4,3,5.33,2.5,yes
1232,32,13,126.4,122.6,120,6.4,2.6,5.33,2.17,yes
1632,32,17,126.4,122.6,120,6.4,2.6,5.33,2.17,yes
832,32,9,126.4,122.1,120,6.4,2.1,5.33,1.75,yes
932,32,10,126.4,122.1,120,6.4,2.1,5.33,1.75,yes
2432,32,25,126.4,121.5,120,6.4,1.5,5.33,1.25,yes
132,32,2,126.4,120.4,120,6.4,0.4,5.33,0.33,yes
1319,19,14,135.8,138.2,140,-4.2,-1.8,-3,-1.29,no
1320,20,14,131.6,127.9,123,8.6,4.9,6.99,3.98,no
1732,32,18,126.4,119,120,6.4,-1,5.33,-0.83,yes
936,36,10,125.9,136.2,121,4.9,15.2,4.05,12.56,yes
836,36,9,125.9,133,121,4.9,12,4.05,9.92,yes
436,36,5,125.9,128.3,121,4.9,7.3,4.05,6.03,yes
1836,36,19,125.9,127.4,121,4.9,6.4,4.05,5.29,yes
1336,36,14,125.9,126.2,121,4.9,5.2,4.05,4.3,yes
36,36,1,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
136,36,2,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
236,36,3,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
1330,30,14,121.9,114,118,3.9,-4,3.31,-3.39,no
336,36,4,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
536,36,6,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
636,36,7,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
1334,34,14,146.4,126.2,130,16.4,-3.8,12.62,-2.92,no
736,36,8,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
1136,36,12,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
1236,36,13,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
1436,36,15,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
1636,36,17,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
1340,40,14,173.3,176.7,152,21.3,24.7,14.01,16.25,no
1736,36,18,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
1936,36,20,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
1343,43,14,117.2,109.6,112,5.2,-2.4,4.64,-2.14,no
2036,36,21,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
2136,36,22,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
2236,36,23,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
2336,36,24,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
2436,36,25,125.9,125.9,121,4.9,4.9,4.05,4.05,yes
1036,36,11,125.9,125.7,121,4.9,4.7,4.05,3.88,yes
1536,36,16,125.9,123.9,121,4.9,2.9,4.05,2.4,yes
208,8,3,125.6,127,120,5.6,7,4.67,5.83,yes
1808,8,19,125.6,126.9,120,5.6,6.9,4.67,5.75,yes
8,8,1,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
1354,54,14,138,136.4,130,8,6.4,6.15,4.92,no
108,8,2,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
308,8,4,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
508,8,6,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
608,8,7,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
708,8,8,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
1108,8,12,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
1208,8,13,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
1362,62,14,122.4,119.1,126,-3.6,-6.9,-2.86,-5.48,no
1308,8,14,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
1408,8,15,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
1608,8,17,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
1708,8,18,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
1908,8,20,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
2108,8,22,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
1369,69,14,523.6,123.5,120,403.6,3.5,336.33,2.92,no
2208,8,23,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
1371,71,14,151.1,159.8,147,4.1,12.8,2.79,8.71,no
1372,72,14,205.9,146.5,147,58.9,-0.5,40.07,-0.34,no
1373,73,14,280.5,138.7,137,143.5,1.7,104.74,1.24,no
1374,74,14,229.3,143.9,146,83.3,-2.1,57.05,-1.44,no
1375,75,14,146.6,113.2,110,36.6,3.2,33.27,2.91,no
1376,76,14,153.7,136.1,126,27.7,10.1,21.98,8.02,no
1377,77,14,677.7,122.3,155,522.7,-32.7,337.23,-21.1,no
1378,78,14,148.6,119.4,128,20.6,-8.6,16.09,-6.72,no
1379,79,14,139.1,123.5,129,10.1,-5.5,7.83,-4.26,no
2308,8,24,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
1381,81,14,195.4,119,120,75.4,-1,62.83,-0.83,no
1382,82,14,165,165.5,165,0,0.5,0,0.3,no
1383,83,14,750.4,132.4,130,620.4,2.4,477.23,1.85,no
2408,8,25,125.6,125.6,120,5.6,5.6,4.67,4.67,yes
1508,8,16,125.6,125.2,120,5.6,5.2,4.67,4.33,yes
808,8,9,125.6,123.7,120,5.6,3.7,4.67,3.08,yes
908,8,10,125.6,123.7,120,5.6,3.7,4.67,3.08,yes
1388,88,14,123.9,121.7,163,-39.1,-41.3,-23.99,-25.34,no
1389,89,14,554.3,126.4,120,434.3,6.4,361.92,5.33,no
1390,90,14,1319.8,159.6,156,1163.8,3.6,746.03,2.31,no
2008,8,21,125.6,123.3,120,5.6,3.3,4.67,2.75,yes
1392,92,14,135.3,125.1,147,-11.7,-21.9,-7.96,-14.9,no
2367,67,24,125.5,126.3,123,2.5,3.3,2.03,2.68,yes
67,67,1,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
1395,95,14,558.3,129.7,128,430.3,1.7,336.17,1.33,no
167,67,2,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
267,67,3,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
367,67,4,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
567,67,6,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
667,67,7,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
1401,1,15,133.1,133.6,128,5.1,5.6,3.98,4.38,no
1402,2,15,129.8,125.9,125,4.8,0.9,3.84,0.72,no
767,67,8,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
1067,67,11,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
1367,67,14,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
1406,6,15,121.3,121.3,123,-1.7,-1.7,-1.38,-1.38,no
1467,67,15,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
1767,67,18,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
1409,9,15,136.2,130.3,125,11.2,5.3,8.96,4.24,no
1410,10,15,122.5,114.7,115,7.5,-0.3,6.52,-0.26,no
1411,11,15,142.9,132.8,131,11.9,1.8,9.08,1.37,no
1967,67,20,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
2167,67,22,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
2267,67,23,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
2467,67,25,125.5,125.5,123,2.5,2.5,2.03,2.03,yes
1167,67,12,125.5,119.8,123,2.5,-3.2,2.03,-2.6,yes
2067,67,21,125.5,119.4,123,2.5,-3.6,2.03,-2.93,yes
1567,67,16,125.5,112.7,123,2.5,-10.3,2.03,-8.37,yes
1419,19,15,135.8,131.7,140,-4.2,-8.3,-3,-5.93,no
1420,20,15,131.6,133.9,123,8.6,10.9,6.99,8.86,no
867,67,9,125.5,111.9,123,2.5,-11.1,2.03,-9.02,yes
967,67,10,125.5,111.9,123,2.5,-11.1,2.03,-9.02,yes
1459,59,15,125.2,128,123,2.2,5,1.79,4.07,yes
1424,24,15,120.1,110.6,109,11.1,1.6,10.18,1.47,no
859,59,9,125.2,127.5,123,2.2,4.5,1.79,3.66,yes
1426,26,15,123.6,123.6,124,-0.4,-0.4,-0.32,-0.32,no
959,59,10,125.2,127.5,123,2.2,4.5,1.79,3.66,yes
1859,59,19,125.2,126.9,123,2.2,3.9,1.79,3.17,yes
1059,59,11,125.2,126.8,123,2.2,3.8,1.79,3.09,yes
1430,30,15,121.9,118.7,118,3.9,0.7,3.31,0.59,no
359,59,4,125.2,125.9,123,2.2,2.9,1.79,2.36,yes
59,59,1,125.2,125.2,123,2.2,2.2,1.79,1.79,yes
159,59,2,125.2,125.2,123,2.2,2.2,1.79,1.79,yes
1434,34,15,146.4,125.7,130,16.4,-4.3,12.62,-3.31,no
1435,35,15,136.2,134.6,125,11.2,9.6,8.96,7.68,no
259,59,3,125.2,125.2,123,2.2,2.2,1.79,1.79,yes
559,59,6,125.2,125.2,123,2.2,2.2,1.79,1.79,yes
1438,38,15,146,137.4,123,23,14.4,18.7,11.71,no
1439,39,15,129.2,121.6,120,9.2,1.6,7.67,1.33,no
1440,40,15,173.3,172.1,152,21.3,20.1,14.01,13.22,no
659,59,7,125.2,125.2,123,2.2,2.2,1.79,1.79,yes
759,59,8,125.2,125.2,123,2.2,2.2,1.79,1.79,yes
1443,43,15,117.2,107,112,5.2,-5,4.64,-4.46,no
1444,44,15,157.5,157.5,145,12.5,12.5,8.62,8.62,no
2159,59,22,125.2,125.2,123,2.2,2.2,1.79,1.79,yes
2259,59,23,125.2,125.2,123,2.2,2.2,1.79,1.79,yes
2359,59,24,125.2,125.2,123,2.2,2.2,1.79,1.79,yes
2459,59,25,125.2,125.2,123,2.2,2.2,1.79,1.79,yes
1959,59,20,125.2,124.8,123,2.2,1.8,1.79,1.46,yes
1450,50,15,122.2,121.6,120,2.2,1.6,1.83,1.33,no
1451,51,15,122.4,116.1,115,7.4,1.1,6.43,0.96,no
1759,59,18,125.2,123.8,123,2.2,0.8,1.79,0.65,yes
1359,59,14,125.2,121.4,123,2.2,-1.6,1.79,-1.3,yes
1454,54,15,138,138.5,130,8,8.5,6.15,6.54,no
1455,55,15,130.3,129,130,0.3,-1,0.23,-0.77,no
1159,59,12,125.2,120.6,123,2.2,-2.4,1.79,-1.95,yes
1457,57,15,130.3,129.7,115,15.3,14.7,13.3,12.78,no
1458,58,15,128.7,119.8,125,3.7,-5.2,2.96,-4.16,no
1259,59,13,125.2,119.2,123,2.2,-3.8,1.79,-3.09,yes
1659,59,17,125.2,119.2,123,2.2,-3.8,1.79,-3.09,yes
1559,59,16,125.2,114.7,123,2.2,-8.3,1.79,-6.75,yes
1462,62,15,122.4,122.2,126,-3.6,-3.8,-2.86,-3.02,no
1463,63,15,127.9,119,115,12.9,4,11.22,3.48,no
799,99,8,124.7,122.3,115,9.7,7.3,8.43,6.35,yes
899,99,9,124.7,117.8,115,9.7,2.8,8.43,2.43,yes
399,99,4,124.7,115.3,115,9.7,0.3,8.43,0.26,yes
1399,99,14,124.7,114.7,115,9.7,-0.3,8.43,-0.26,yes
699,99,7,124.7,114.6,115,9.7,-0.4,8.43,-0.35,yes
1469,69,15,523.6,120.2,120,403.6,0.2,336.33,0.17,no
1470,70,15,141,141,140,1,1,0.71,0.71,no
1471,71,15,151.1,147,147,4.1,0,2.79,0,no
1472,72,15,205.9,141.9,147,58.9,-5.1,40.07,-3.47,no
1473,73,15,280.5,156.3,137,143.5,19.3,104.74,14.09,no
1474,74,15,229.3,139.5,146,83.3,-6.5,57.05,-4.45,no
1475,75,15,146.6,125.8,110,36.6,15.8,33.27,14.36,no
1476,76,15,153.7,153.7,126,27.7,27.7,21.98,21.98,no
1477,77,15,677.7,127.4,155,522.7,-27.6,337.23,-17.81,no
1478,78,15,148.6,142.5,128,20.6,14.5,16.09,11.33,no
1479,79,15,139.1,128.3,129,10.1,-0.7,7.83,-0.54,no
431,31,5,124.1,128.9,115,9.1,13.9,7.91,12.09,yes
1481,81,15,195.4,126.8,120,75.4,6.8,62.83,5.67,no
1482,82,15,165,155.7,165,0,-9.3,0,-5.64,no
1483,83,15,750.4,136.5,130,620.4,6.5,477.23,5,no
1831,31,19,124.1,126.2,115,9.1,11.2,7.91,9.74,yes
2331,31,24,124.1,125.2,115,9.1,10.2,7.91,8.87,yes
31,31,1,124.1,124.1,115,9.1,9.1,7.91,7.91,yes
231,31,3,124.1,124.1,115,9.1,9.1,7.91,7.91,yes
1488,88,15,123.9,125.1,163,-39.1,-37.9,-23.99,-23.25,no
331,31,4,124.1,124.1,115,9.1,9.1,7.91,7.91,yes
531,31,6,124.1,124.1,115,9.1,9.1,7.91,7.91,yes
1491,91,15,117.3,115.7,118,-0.7,-2.3,-0.59,-1.95,no
1492,92,15,135.3,133.3,147,-11.7,-13.7,-7.96,-9.32,no
631,31,7,124.1,124.1,115,9.1,9.1,7.91,7.91,yes
1494,94,15,132,123.2,128,4,-4.8,3.13,-3.75,no
1495,95,15,558.3,132.1,128,430.3,4.1,336.17,3.2,no
1496,96,15,128.2,127.2,125,3.2,2.2,2.56,1.76,no
731,31,8,124.1,124.1,115,9.1,9.1,7.91,7.91,yes
1031,31,11,124.1,124.1,115,9.1,9.1,7.91,7.91,yes
1499,99,15,124.7,117.4,115,9.7,2.4,8.43,2.09,no
1131,31,12,124.1,124.1,115,9.1,9.1,7.91,7.91,yes
1331,31,14,124.1,124.1,115,9.1,9.1,7.91,7.91,yes
1502,2,16,129.8,121.3,125,4.8,-3.7,3.84,-2.96,no
1431,31,15,124.1,124.1,115,9.1,9.1,7.91,7.91,yes
1731,31,18,124.1,124.1,115,9.1,9.1,7.91,7.91,yes
2031,31,21,124.1,124.1,115,9.1,9.1,7.91,7.91,yes
2231,31,23,124.1,124.1,115,9.1,9.1,7.91,7.91,yes
1507,7,16,137.8,127.9,135,2.8,-7.1,2.07,-5.26,no
2431,31,25,124.1,124.1,115,9.1,9.1,7.91,7.91,yes
131,31,2,124.1,124,115,9.1,9,7.91,7.83,yes
1510,10,16,122.5,107.3,115,7.5,-7.7,6.52,-6.7,no
1511,11,16,142.9,115.5,131,11.9,-15.5,9.08,-11.83,no
1931,31,20,124.1,123.6,115,9.1,8.6,7.91,7.48,yes
831,31,9,124.1,120,115,9.1,5,7.91,4.35,yes
288,88,3,123.9,124.6,163,-39.1,-38.4,-23.99,-23.56,yes
688,88,7,123.9,124.5,163,-39.1,-38.5,-23.99,-23.62,yes
388,88,4,123.9,122.4,163,-39.1,-40.6,-23.99,-24.91,yes
1517,17,16,112.9,99,111,1.9,-12,1.71,-10.81,no
100,100,1,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
1519,19,16,135.8,130.9,140,-4.2,-9.1,-3,-6.5,no
1520,20,16,131.6,126,123,8.6,3,6.99,2.44,no
1521,21,16,127.6,124,127,0.6,-3,0.47,-2.36,no
200,100,2,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
400,100,4,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
1524,24,16,120.1,119.9,109,11.1,10.9,10.18,10,no
500,100,5,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
1526,26,16,123.6,113.2,124,-0.4,-10.8,-0.32,-8.71,no
1527,27,16,120.1,115.3,117,3.1,-1.7,2.65,-1.45,no
600,100,6,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
700,100,7,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
1530,30,16,121.9,111.7,118,3.9,-6.3,3.31,-5.34,no
1531,31,16,124.1,123.1,115,9.1,8.1,7.91,7.04,no
1532,32,16,126.4,118.7,120,6.4,-1.3,5.33,-1.08,no
1533,33,16,137.3,130,133,4.3,-3,3.23,-2.26,no
1534,34,16,146.4,115.9,130,16.4,-14.1,12.62,-10.85,no
1535,35,16,136.2,130.3,125,11.2,5.3,8.96,4.24,no
800,100,8,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
1537,37,16,139.9,143.2,145,-5.1,-1.8,-3.52,-1.24,no
1100,100,11,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
1539,39,16,129.2,116.1,120,9.2,-3.9,7.67,-3.25,no
1540,40,16,173.3,138.1,152,21.3,-13.9,14.01,-9.14,no
1300,100,13,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
1400,100,14,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
1543,43,16,117.2,109.6,112,5.2,-2.4,4.64,-2.14,no
1544,44,16,157.5,143,145,12.5,-2,8.62,-1.38,no
1545,45,16,141.1,125.8,146,-4.9,-20.2,-3.36,-13.84,no
1500,100,15,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
1700,100,17,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
1800,100,18,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
2000,100,20,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
1550,50,16,122.2,111.4,120,2.2,-8.6,1.83,-7.17,no
1551,51,16,122.4,118.3,115,7.4,3.3,6.43,2.87,no
2100,100,21,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
1553,53,16,132,116.2,130,2,-13.8,1.54,-10.62,no
1554,54,16,138,136.9,130,8,6.9,6.15,5.31,no
1555,55,16,130.3,116.5,130,0.3,-13.5,0.23,-10.38,no
2200,100,22,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
1557,57,16,130.3,114.9,115,15.3,-0.1,13.3,-0.09,no
2300,100,23,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
2400,100,24,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
2500,100,25,123.7,123.7,123,0.7,0.7,0.57,0.57,yes
1561,61,16,133.7,124.3,125,8.7,-0.7,6.96,-0.56,no
1562,62,16,122.4,112,126,-3.6,-14,-2.86,-11.11,no
1563,63,16,127.9,113.3,115,12.9,-1.7,11.22,-1.48,no
1200,100,12,123.7,123.2,123,0.7,0.2,0.57,0.16,yes
1565,65,16,116.2,107.3,115,1.2,-7.7,1.04,-6.7,no
900,100,9,123.7,122.6,123,0.7,-0.4,0.57,-0.33,yes
1600,100,16,123.7,116.6,123,0.7,-6.4,0.57,-5.2,yes
1568,68,16,103.8,99.5,105,-1.2,-5.5,-1.14,-5.24,no
1569,69,16,523.6,320.1,120,403.6,200.1,336.33,166.75,no
1570,70,16,141,119,140,1,-21,0.71,-15,no
1571,71,16,151.1,140.3,147,4.1,-6.7,2.79,-4.56,no
